"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,1,122537744,0.5,1,13292968
2019,16,122534287,0.29,1,13288008
2019,2,122537755,2,1,13292973
2019,15,122537726,,,13292962
2019,5,122563461,456.4,1,13293801
2019,5,122563383,23.17,1,13293791
2019,4,122537691,0.29,1,13292948
2019,5,122563622,122.5,1,13293822
2019,1,123876976,0.2,1,13707881
2019,15,123880635,,,13712689
2019,4,123880821,0.2,1,13712725
2019,1,123880552,0.075,1,13712679
2019,8,121857101,4,9,13146205
2019,4,123880758,,,13697785
2019,1,123876736,1,9,13707845
2019,4,123876736,2,9,13707846
2019,4,123885096,0.2,1,13697790
2019,17,123885098,,,13697792
2019,4,121857293,160,9,13146229
2019,5,121857293,114,1,13146230
2019,13,124976204,1,11,13977750
2019,15,124975842,1,11,13977607
2019,12,124975842,1,11,13982547
2019,4,124979769,4.099,1,13977667
2019,1,124979769,1,1,13977668
2019,2,124976072,1,3,13977716
2019,1,124976072,1.6,1,13977715
2019,15,124975582,1,11,13977538
2019,11,121150273,1,9,12995128
2019,13,121150273,2,9,12995127
2019,2,126005212,0.31,1,14347602
2019,1,126004827,1,1,14347514
2019,4,126004827,8.41,1,14347512
2019,16,126004827,1,11,14347513
2019,4,126004940,1,11,14347565
2019,1,126004940,1,11,14347567
2019,1,126004883,0.5,1,14347524
2019,5,126000183,0.3,1,14347541
2019,16,126000298,,,14347579
2019,1,126005218,0.3,1,14347606
2019,1,126005226,0.5,1,14347608
2019,16,126005239,1,9,14347614
2019,1,126004862,0.36,1,14347517
2019,8,126004888,1,11,14347529
2019,4,126004875,11,9,14347519
2019,4,124975305,10,9,13977480
2019,16,124975719,1,11,13977549
2019,5,124975961,85.599,1,13982578
2019,11,124975961,1,1,13982579
2019,16,124975961,1,11,13982580
2019,1,124985185,1.5,1,13982618
2019,13,124985188,1,11,13987568
2019,16,124979900,1,11,13982629
2019,4,124979900,1,11,13982628
2019,4,124976273,1,11,13977763
2019,12,124975510,0.95,1,13977504
2019,15,124984822,4,9,13982507
2019,5,124985238,0.65,1,13977753
2019,13,124985343,8,9,13987588
2019,15,124985343,1,9,13982642
2019,12,124984790,3,1,13982496
2019,12,124984838,21.6,1,13982511
2019,9,124984838,1,9,13982512
2019,4,124979635,1,11,13987482
2019,7,124985346,1,9,13987589
2019,4,124975919,1,11,13977649
2019,15,124976012,1,9,13987547
2019,2,124976012,127,1,13987546
2019,1,124985257,1,11,13977760
2019,13,124985257,1,11,13977761
2019,15,124979794,1,9,13987543
2019,8,124979794,35,9,13987542
2019,5,124985187,10,3,13987565
2019,15,124985187,1,11,13987566
2019,5,124985341,1,11,13982641
2019,1,126004923,1,1,14344330
2019,16,115477398,1,9,11221818
2019,2,115477576,140,1,11226806
2019,16,115484344,0.02,1,11210494
2019,2,115484344,0.25,1,11210492
2019,1,115642587,5,1,11271788
2019,4,115651183,1,11,11264335
2019,9,115651181,1,11,11264334
2019,13,115667735,1,1,11265884
2019,4,115667735,1,11,11265883
2019,4,115647998,1,11,11266804
2019,2,115647998,1,1,11271786
2019,1,115648072,1,1,11271802
2019,1,115651161,1,1,11266806
2019,13,115648064,1,11,11266813
2019,1,112446284,,,10683304
2019,8,112481242,7,9,10691587
2019,4,112485689,88,1,10696440
2019,1,112485689,8,1,10696442
2019,4,112481914,0.29,1,10691677
2019,12,112480704,5.1,1,10691521
2019,4,112477400,10,9,10688237
2019,4,112481923,1.4,1,10691682
2019,8,112474033,13.5,9,10691544
2019,12,112485942,4,1,10691666
2019,8,115477029,2,9,11221774
2019,2,115477835,3.5,1,11221879
2019,1,112399616,1,1,10668629
2019,4,112391447,0.64,1,10668634
2019,8,112445595,1,11,10670313
2019,13,115477286,13.289,1,11210453
2019,1,115484517,4.2,1,11210529
2019,4,115477146,1,9,11221791
2019,12,115474028,,,11210458
2019,4,115484510,0.32,1,11221867
2019,4,112481916,0.32,1,10696504
2019,1,115477252,0.06,1,11221800
2019,4,115477144,1,11,11221788
2019,2,115477144,1,11,11210440
2019,16,115477394,5,1,11210466
2019,4,115484342,1.3,1,11210491
2019,16,115484342,0.53,1,11210493
2019,8,115476998,2,9,11221771
2019,8,115473720,1,9,11210429
2019,4,115642629,2,1,11266814
2019,16,115648030,1,11,11264332
2019,12,115648030,1,11,11271791
2019,4,115648039,11.8,9,11271798
2019,2,115648039,1,9,11271799
2019,12,112445435,1,1,10683169
2019,2,112445435,1.2,1,10683168
2019,2,112445909,2,9,10683219
2019,5,112444985,0.2,1,10683037
2019,4,115473643,0.056,1,11210418
2019,1,115473544,0.95,1,11210409
2019,9,115476897,1,11,11226750
2019,4,115473717,5,9,11221776
2019,2,115473834,1,9,11221792
2019,4,115473834,5,9,11226766
2019,2,115473936,1,11,11226777
2019,4,115482384,0.72,1,11221848
2019,16,115482469,1,9,11221856
2019,4,115482156,1,9,11226788
2019,15,115482225,10,9,11226796
2019,16,115482225,10,9,11221829
2019,1,115477101,0.4,1,11221784
2019,2,115481910,1,1,11210438
2019,1,115481910,1,1,11210437
2019,13,115481910,1,11,11210436
2019,4,115473978,1,11,11221805
2019,2,115474126,2.466,1,11210467
2019,8,115474126,4,9,11210468
2019,4,115482224,10,9,11221828
2019,4,115484505,0.32,1,11210509
2019,12,115474031,0.35,1,11221810
2019,4,115477420,10,9,11210471
2019,12,115484478,1,1,11210503
2019,4,115482513,0.2,1,11226837
2019,2,115663925,5.1,1,11268137
2019,5,115648062,14,1,11264333
2019,2,115667761,1.19,1,11265886
2019,8,121149234,1,9,13000917
2019,13,121149234,2,9,13000918
2019,5,121149246,3.8,1,12995556
2019,4,121160555,6,9,12995558
2019,16,121156083,18.8,1,13000926
2019,2,121156083,158.8,1,12995561
2019,12,121160711,1,9,13006422
2019,8,121156202,2,9,12995572
2019,2,121149414,1.8,1,13000940
2019,8,121156217,2,9,12995579
2019,13,121156221,6,9,12995580
2019,1,121160785,2.5,1,12995588
2019,4,121156240,0.32,1,12995589
2019,4,121156249,0.64,1,12995590
2019,2,121156252,0.3,1,13000953
2019,4,121156253,3,9,12995593
2019,1,121156261,0.4,1,12995595
2019,1,121149456,0.6,1,13000957
2019,1,121150214,1,11,12995116
2019,11,121144449,4.49,1,12995131
2019,5,121144449,1,1,12995132
2019,3,121145709,6.4,1,13000153
2019,5,121150297,1,11,13005287
2019,4,121144535,1,11,13005289
2019,8,121160527,2,9,13006406
2019,5,121160527,2.11,3,13000919
2019,1,121160716,250,1,13006423
2019,2,121156196,2.2,1,12995570
2019,4,120230744,44,1,12761730
2019,4,120211552,0.32,1,12761751
2019,17,121160727,10,9,13006425
2019,18,121160727,,,13006426
2019,12,121160727,11,9,13006424
2019,2,121156185,1.6,1,12995569
2019,1,121149396,25,1,13006428
2019,4,121156030,0.044,1,12995554
2019,2,121149254,1,1,13000922
2019,4,121160654,44,1,13006416
2019,4,121160790,4,9,13006440
2019,2,121156153,25,1,13000932
2019,4,121149355,30,5,13000934
2019,12,121149402,1.3,1,12995573
2019,11,121149267,6,9,12995557
2019,12,121149267,5.1,1,13006407
2019,4,121160591,,,13006413
2019,4,121160652,8,9,12995565
2019,1,121849475,1.5,1,13150429
2019,15,121849475,1,11,13150430
2019,15,121849509,1,11,13150434
2019,12,121160756,10.6,1,13006429
2019,2,121160793,2,1,13006441
2019,2,121849146,0,1,13150391
2019,5,121849239,191,1,13150405
2019,16,121857226,8,1,13146222
2019,8,121849283,3,9,13150409
2019,1,121849409,1.1,1,13150422
2019,4,121849417,0.32,1,13150424
2019,16,121849527,1,11,13150436
2019,8,121849527,1,11,13150437
2019,4,121849405,0.32,1,13150420
2019,2,121857373,2.4,1,13146235
2019,5,121149296,,,13000928
2019,16,121156170,44,1,13006427
2019,8,121149406,2,9,13000938
2019,2,121149421,1.9,1,12995581
2019,5,121160777,1,9,12995585
2019,5,121849238,,,13150404
2019,11,121849311,3,9,13150414
2019,1,121849407,1,1,13150421
2019,1,121849424,0.7,1,13150425
2019,4,121160521,4.18,1,13006405
2019,4,121156091,4,9,12995562
2019,2,121160668,130,1,13006420
2019,4,121160668,44,1,13006419
2019,18,121160668,,,13006421
2019,5,121156121,4,10,12995566
2019,2,121156215,0.71,1,12995577
2019,2,121160774,11,1,13000944
2019,11,121160774,0.5,1,13000942
2019,5,121160774,6.5,1,13000943
2019,2,121160813,3.6,1,13006446
2019,2,121149461,0.33,1,13006448
2019,2,121849414,0.35,1,13150423
2019,4,121849252,0.176,1,13150406
2019,2,121849419,0.88,1,13146237
2019,1,121849495,1,11,13146257
2019,15,121849495,1,9,13146258
2019,4,121859728,1,1,13150461
2019,1,121859728,0.044,1,13150460
2019,1,121859814,0.8,1,13150465
2019,4,121149253,66,9,13000921
2019,18,121849140,,,13150390
2019,12,121849140,2,9,13150388
2019,12,121849140,0,1,13150389
2019,1,121849164,0.5,1,13150398
2019,18,121857238,,,13146224
2019,16,121857238,17.5,1,13150407
2019,2,121857238,9.7,1,13146223
2019,12,121849153,2,1,13150392
2019,12,121857105,0.5,1,13146206
2019,15,121849304,2,9,13150413
2019,8,121849331,2,9,13150415
2019,4,121849158,2,9,13150395
2019,15,123880643,1,11,13712690
2019,4,123880692,719,1,13712694
2019,5,123876794,,,13712696
2019,2,123880760,0.4,1,13712703
2019,5,123876830,6,1,13707852
2019,1,123876871,0.5,1,13712722
2019,4,123876869,0.3,1,13712721
2019,4,123876880,0.4,1,13707868
2019,1,123876884,0.5,1,13707870
2019,2,123880919,1.5,1,13712739
2019,16,121849132,1,9,13150387
2019,7,121849550,7.5,1,13150439
2019,4,121849550,1,1,13150441
2019,5,121849550,1,1,13150440
2019,1,121849565,3.849,1,13150442
2019,4,121849565,1,1,13150443
2019,1,121859631,1,11,13150455
2019,2,121149404,0.66,1,13000937
2019,12,121160768,0.9,1,13006434
2019,8,121160779,16,9,12995586
2019,2,121160784,1.6,1,13006439
2019,12,121160798,18,1,13006442
2019,2,121160808,0.36,1,13006445
2019,3,121849504,0.83,1,13150432
2019,2,121859725,202,1,13150459
2019,1,121859777,1,11,13150464
2019,4,122537706,0.61,1,13292954
2019,5,121156069,9.8,9,13000923
2019,5,121849282,1,1,13150408
2019,5,121841359,0.9,1,13153760
2019,5,121849485,50.859,1,13153762
2019,17,121156098,,,12995563
2019,13,121849225,2.5,9,13146219
2019,5,121849240,,,13146221
2019,5,121849481,7.759,1,13150431
2019,12,121841369,98.05,1,13153764
2019,2,121857168,34,1,13146218
2019,2,121857057,2.83,1,13146200
2019,2,121849161,1.2,1,13150396
2019,2,121849171,3.8,1,13146208
2019,4,121849395,0.29,1,13150417
2019,1,121849530,0.84,1,13153766
2019,4,121849247,0.14,1,13153749
2019,5,121849295,11,1,13150411
2019,4,121857383,0.32,1,13146238
2019,2,121857146,1,1,13150403
2019,5,120229672,1,9,12761588
2019,8,120229993,1,11,12772487
2019,4,120230474,8,9,12761707
2019,4,120230931,0.64,1,12761776
2019,2,120224560,1,1,12761569
2019,1,120224560,11.099,1,12761568
2019,2,120229739,1,1,12761595
2019,4,120229739,2.07,1,12761594
2019,1,120229777,187,1,12761607
2019,2,120229777,1,11,12761608
2019,2,120229726,2.049,1,12761593
2019,2,119071218,5,9,12283339
2019,1,119071352,0.5,1,12277254
2019,2,119075283,0.42,1,12279162
2019,2,119075289,0.8,1,12279166
2019,4,119071436,0.49,1,12279184
2019,4,119071457,1.6,1,12279196
2019,1,119075375,8,1,12279198
2019,2,119071493,0.5,1,12277311
2019,5,119069303,6.37,1,12277313
2019,1,119075637,1,11,12279221
2019,5,119075698,1.76,3,12279225
2019,5,119075699,1,11,12279226
2019,2,121144384,0.3,1,12995119
2019,1,121160578,1.5,1,13006411
2019,4,121160578,3.96,1,13006412
2019,8,121160587,2,6,12995559
2019,13,121156082,2,9,12995560
2019,4,121156099,2,9,13006415
2019,2,121149407,1.7,1,12995574
2019,2,121156208,0.3,1,13006432
2019,13,121145735,1,11,13000156
2019,4,121145735,1,11,13000157
2019,1,120224691,1,11,12772492
2019,13,120230204,0.23,1,12761675
2019,17,119075293,0.6,1,12279172
2019,1,119069144,240,1,12277244
2019,16,119075258,1,1,12279147
2019,12,119071414,1.2,1,12283376
2019,2,119071414,1.1,1,12279182
2019,8,119071519,1,9,12283398
2019,4,119071143,10,9,12279138
2019,4,119071184,10,9,12277230
2019,8,119069130,85,9,12277240
2019,2,119071396,0.31,1,12283371
2019,4,119075318,0.2,1,12279183
2019,8,119075137,1,9,12283330
2019,4,119071354,0.64,1,12277256
2019,2,119075281,0.3,1,12283360
2019,2,120230082,1,11,12761665
2019,4,120230084,1,11,12761666
2019,4,120230228,1,11,12761676
2019,2,119071357,0.7,1,12279151
2019,5,119069208,1.899,1,12277282
2019,4,119075351,0.45,1,12279190
2019,2,119075129,0.4,1,12279137
2019,2,119069170,0.2,1,12279155
2019,4,119069170,0.3,1,12279154
2019,4,119071373,0.32,1,12279167
2019,4,119071385,0.64,1,12283368
2019,4,119075335,0.3,1,12279186
2019,1,119075359,0.2,1,12279193
2019,4,119075257,0.4,1,12277245
2019,2,119071355,0.8,1,12283353
2019,4,119071355,0.9,1,12277258
2019,4,119071413,0.32,1,12277283
2019,4,119075342,0.3,1,12279187
2019,2,119069234,0.6,1,12277297
2019,2,119075352,0.4,1,12279191
2019,4,119075366,0.4,1,12279197
2019,2,119071480,0.4,1,12283391
2019,1,119069482,0.2,1,12279220
2019,8,119075633,1,11,12283413
2019,4,119075175,1760,9,12277228
2019,1,119071194,8,1,12279143
2019,1,119075345,155,1,12279189
2019,4,119075345,44,1,12277296
2019,4,119069241,0.54,1,12277302
2019,4,119069259,0.7,1,12277307
2019,4,119075384,0.6,1,12279200
2019,2,119069274,0.5,1,12277309
2019,2,119075410,0.4,1,12277312
2019,4,119075416,0.7,1,12279204
2019,4,119075687,1,11,12279223
2019,1,119075687,1,11,12279224
2019,2,119071801,0.01,1,12283415
2019,13,119075706,1,11,12279230
2019,4,120211379,1,11,12762920
2019,13,120230179,0.25,1,12762932
2019,1,120230194,2.439,1,12761672
2019,2,120230282,1,11,12761684
2019,17,120230416,25,9,12761703
2019,2,120230476,38.7,1,12761708
2019,16,120211510,76,1,12761722
2019,5,120230771,84,1,12761731
2019,4,120230883,0.54,1,12761748
2019,4,120230885,1.6,1,12761750
2019,4,120211556,9.6,1,12761758
2019,8,119069430,1,11,12277324
2019,16,119075556,1,9,12279216
2019,4,119075584,3,9,12279218
2019,5,119071699,8,10,12283404
2019,16,120230081,1,11,12761664
2019,15,120211452,1,11,12762937
2019,4,120230840,1,9,12761740
2019,4,120230906,0.54,1,12761764
2019,4,119075261,1,9,12277246
2019,2,119075333,0.5,1,12279185
2019,2,119071459,1,1,12283384
2019,8,119075377,2,9,12279199
2019,12,119075533,6.36,1,12279210
2019,5,120229579,243,1,12761574
2019,8,120211405,1,11,12761668
2019,12,120230491,0.8,1,12761710
2019,4,120230581,1,9,12761719
2019,2,120230956,4.8,1,12761785
2019,2,120224687,3.97,1,12772491
2019,8,120230193,1,11,12761671
2019,2,120230652,2,1,12772495
2019,4,120230772,682,1,12761732
2019,8,120230772,32,9,12761734
2019,1,120230772,300,1,12761733
2019,1,120211539,4,1,12761737
2019,2,120211539,230,1,12761736
2019,4,120230886,0.64,1,12772496
2019,4,120230902,0.3,1,12761760
2019,2,120230910,0.38,1,12761766
2019,4,120230912,5.02,1,12761768
2019,4,120230919,0.64,1,12762952
2019,4,120230920,0.32,1,12761770
2019,2,120230951,1,1,12761784
2019,4,120230090,1,11,12761667
2019,4,120230490,4,9,12761709
2019,8,120230502,101,9,12762943
2019,5,120230502,88,1,12761711
2019,4,120211492,,,12762946
2019,5,120211495,,,12762947
2019,4,120211502,20,9,12761716
2019,12,120211502,9,9,12761718
2019,13,120211502,17,9,12761717
2019,4,120230904,0.32,1,12761762
2019,4,120224570,1,11,12761572
2019,2,120224570,89.04,1,12761571
2019,5,120230307,,,12761691
2019,16,120230642,132,1,12761728
2019,4,120230889,0.5,1,12761753
2019,5,120230001,0.01,3,12761652
2019,2,120230924,0.27,1,12761775
2019,8,120230411,2,9,12761702
2019,4,120230195,1,11,12761674
2019,1,120230195,25,1,12761673
2019,1,120230290,0.8,1,12761685
2019,4,120230346,6,1,12761697
2019,2,120230346,1,1,12761698
2019,5,120230348,1,3,12761701
2019,13,120230348,1,11,12761699
2019,11,120230348,1,1,12761700
2019,4,120230063,1,11,12761661
2019,3,120230291,1,11,12761687
2019,5,120230291,1,11,12761686
2019,4,120230450,10,9,12762942
2019,4,120230911,0.32,1,12761767
2019,8,120230830,3,9,12761738
2019,4,120230830,176,1,12761739
2019,8,120230030,1,11,12761657
2019,4,120230157,1,11,12761670
2019,9,120230271,76,9,12761683
2019,4,120230504,2,9,12762944
2019,1,120230541,1,1,12761713
2019,4,120230541,1,9,12761714
2019,1,120230608,1,9,12761724
2019,4,120230608,1,9,12761723
2019,4,120230626,0.09,1,12761726
2019,2,120230626,0.1,1,12761725
2019,4,120230878,0.3,1,12761744
2019,4,120211554,,,12761755
2019,4,120211555,0.32,1,12761757
2019,1,120230905,3,1,12761763
2019,2,120230921,20,1,12761771
2019,8,120230921,15,9,12761773
2019,4,120230921,0.22,1,12761772
2019,1,120230939,2.6,1,12761780
2019,2,120230943,0.3,1,12761781
2019,2,120230949,1,9,12761783
2019,16,120230975,9,1,12761786
2019,4,120229818,1,11,12761618
2019,4,120230160,1,11,12762930
2019,1,120230160,1,1,12762931
2019,4,120230525,24,9,12761712
2019,4,120211471,0.5,1,12762941
2019,1,120230630,1,1,12761727
2019,16,124975351,40,9,13987473
2019,5,124975547,2,9,13977525
2019,4,124979637,1,9,13987484
2019,2,124979637,823.32,1,13977540
2019,8,124979637,1,1,13987485
2019,1,124976065,0.5,1,13977713
2019,8,124976080,1,11,13977718
2019,13,124976080,1,9,13977719
2019,5,124976089,48,1,13977721
2019,13,124979820,1,11,13977725
2019,1,124979836,0.5,1,13987561
2019,5,124985251,1,1,13982634
2019,4,124979929,1,11,13982636
2019,2,124976363,1,1,13982645
2019,4,116049678,8.8,1,11397287
2019,4,116054226,110,1,11402257
2019,1,116054269,8,1,11397292
2019,4,116054391,0.32,1,11397296
2019,4,116049860,1.5,1,11397316
2019,16,116049890,1,11,11402303
2019,4,116049890,1,1,11402304
2019,2,116049890,19.301,1,11402302
2019,2,116050040,1,11,11397326
2019,1,116050040,1,1,11397327
2019,4,116050097,16,9,11397333
2019,5,116050097,1,10,11402329
2019,4,116054696,1,11,11402334
2019,5,112485399,4,9,10696402
2019,16,112485399,19,9,10688230
2019,1,112486009,2.9,1,10691680
2019,8,116044194,0.1,1,11402253
2019,2,116044194,3.6,1,11402252
2019,4,116054266,88,1,11402260
2019,1,116054266,4,1,11402261
2019,4,116054339,8,9,11402270
2019,2,116054339,1,9,11402269
2019,4,116054406,0.32,1,11397312
2019,2,116054408,0.4,1,11402292
2019,5,116049943,0.5,1,11397322
2019,4,116054629,1,11,11402317
2019,2,116050039,0.5,1,11402318
2019,2,116054742,1,11,11397339
2019,1,116054824,1,11,11402346
2019,5,116050294,1,11,11402353
2019,13,116054879,21.6,1,11402354
2019,5,112439511,,,10680973
2019,4,112432384,10,9,10670043
2019,13,112441145,1,1,10686362
2019,5,112441145,90,1,10686361
2019,4,124975856,161.5,1,13977611
2019,1,124975856,1,1,13977612
2019,1,124979784,43.399,1,13987540
2019,8,124976131,2,9,13977735
2019,5,124984981,44.82,1,13982519
2019,15,124979781,1,11,13987536
2019,8,124979781,1,11,13987537
2019,4,116049514,,,11397280
2019,8,116044151,2,9,11402250
2019,1,116049566,4.3,1,11397282
2019,4,116049566,14,9,11397281
2019,8,116049566,5,9,11397283
2019,11,116054209,10,1,11402255
2019,4,116054221,1.32,1,11402256
2019,8,116054282,5,9,11402265
2019,4,116054282,1012,9,11402266
2019,13,116049805,11,1,11397294
2019,2,116049835,0.5,1,11397305
2019,2,116049838,0.9,1,11397308
2019,8,116054436,1,9,11402297
2019,1,116054455,0.56,1,11402299
2019,5,116049880,3.899,3,11397317
2019,1,124976112,2.399,1,13977733
2019,4,124976112,1,1,13977734
2019,4,124976253,1,11,13977759
2019,1,124976270,0.6,1,13982637
2019,16,112433983,1,9,10670379
2019,15,115651160,1,11,11271790
2019,4,115651160,11.9,1,11271789
2019,2,115663928,1.3,1,11268140
2019,11,115667721,7.9,8,11265876
2019,13,115667721,1,11,11268114
2019,5,115657878,3,3,11272881
2019,2,112476668,2.3,1,10688125
2019,5,112476668,6.3,1,10688124
2019,4,115477284,1,11,11221804
2019,8,115482557,9,9,11210542
2019,2,115648036,0.45,1,11271795
2019,2,115482507,0.4,1,11210531
2019,1,115477838,1,1,11221883
2019,5,115473833,1,3,11210441
2019,5,115481955,2,1,11226767
2019,5,115482187,8.05,4,11226792
2019,11,115482187,20,9,11226793
2019,1,115482230,212,1,11226797
2019,2,115484520,4.3,1,11210530
2019,16,115648066,1,11,11271801
2019,16,115477321,120,7,11221808
2019,1,115484550,0.5,1,11221884
2019,5,115667627,5,4,11268111
2019,4,115667732,1,11,11265879
2019,13,115667732,1,1,11265881
2019,15,115667732,1,11,11265880
2019,2,115473825,1,11,11221787
2019,13,115482051,1,1,11226782
2019,4,115473976,1,11,11210452
2019,4,115477443,2,9,11221824
2019,2,115473443,1,1,11221751
2019,4,115481780,1,11,11226754
2019,2,115482496,1.6,1,11226821
2019,8,115484536,1,9,11226842
2019,4,115663872,88,1,11268130
2019,2,115667911,1,1,11265900
2019,16,115667925,1.6,1,11268139
2019,4,115667857,462,1,11268132
2019,4,115667815,10,9,11265891
2019,12,115667954,0.8,1,11265924
2019,8,115642614,21,9,11266812
2019,2,115667763,,,11268116
2019,10,115667775,4.5,9,11265887
2019,4,115667927,0.32,1,11265904
2019,4,115667940,0.32,1,11268147
2019,5,115481975,701.7,1,11210448
2019,11,115481975,1,1,11226770
2019,2,115482497,0.6,1,11226822
2019,5,112433967,0.5,3,10670374
2019,13,112446420,10,9,10683324
2019,2,112446450,0.36,1,10670385
2019,1,112399853,1,11,10675450
2019,13,112400608,1,11,10675570
2019,5,112440167,2.85,3,10681104
2019,8,112441374,1,9,10686396
2019,4,112434010,0.4,1,10683345
2019,9,112481669,2,9,10691647
2019,1,112481913,2.9,1,10691676
2019,5,112480784,1,1,10691533
2019,2,112432730,9,1,10670122
2019,4,112446444,0.35,1,10683330
2019,8,112473765,5,9,10686169
2019,5,112480792,3.5,1,10691534
2019,2,112481852,,,10691662
2019,5,112485940,13.6,3,10696473
2019,1,112481915,2.8,1,10691678
2019,4,121849163,5,9,13150397
2019,2,121849287,2.5,1,13150410
2019,13,112476310,1,11,10688061
2019,1,116050398,2,1,11397372
2019,4,116050398,24,1,11397371
2019,4,116049699,8,1,11397290
2019,8,116050073,1,9,11397330
2019,5,116054953,1,1,11402367
2019,1,124976282,0.5,1,13987585
2019,8,124979962,1,11,13987587
2019,16,121857112,1,9,13146209
2019,11,121857269,2,9,13146228
2019,4,121857097,,,13146204
2019,15,121857107,0.002,1,13150399
2019,2,121857150,14,1,13146217
2019,11,121857261,2,9,13146227
2019,5,124979630,5.03,1,13987481
2019,4,124976266,1,11,13977762
2019,5,124975422,,,13977497
2019,1,124979667,1,11,13987488
2019,4,124979770,1,9,13982588
2019,13,124985183,1,11,13982617
2019,5,124979859,32,3,13987571
2019,13,124976177,1,11,13977746
2019,16,124976189,1,11,13977747
2019,4,124985250,1.1,1,13982633
2019,16,124985384,1,11,13977777
2019,4,124985384,1,11,13982648
2019,15,124985384,1,11,13987593
2019,12,122534215,8.72,2,13287983
2019,2,122534269,1.6,1,13288001
2019,2,122534271,0.44,1,13288003
2019,1,122537733,0.5,1,13292964
2019,8,122569787,1,11,13293820
2019,4,122569787,1,11,13298516
2019,4,122534281,0.22,1,13288005
2019,8,122537751,1,9,13292971
2019,8,122537549,17,9,13292940
2019,13,122537549,1,9,13287981
2019,2,122537549,2.5,1,13287980
2019,4,122534259,0.45,1,13287996
2019,4,122537653,,,13292946
2019,4,122534244,50,9,13292947
2019,2,122534251,8,1,13287987
2019,8,122534251,9,9,13287988
2019,2,122540839,0.64,1,13281902
2019,1,121857635,0.5,1,13146288
2019,12,122537536,0.5,1,13292937
2019,5,122537536,0.1,7,13292938
2019,4,122537536,7,9,13292936
2019,16,122534219,0.13,1,13281895
2019,4,122534283,0.42,1,13288006
2019,4,122534288,0.01,1,13288009
2019,4,122534289,,,13288010
2019,4,122534299,0.32,1,13288012
2019,2,122534301,3.53,1,13288014
2019,8,122569760,1,9,13303357
2019,1,122565517,1,1,13298496
2019,5,122569703,1,11,13303347
2019,4,122540728,,,13292939
2019,1,122534256,1.3,1,13287992
2019,2,122534264,1,1,13287999
2019,1,122537723,8,1,13292960
2019,8,121849128,22,9,13150386
2019,7,121849128,42,9,13150385
2019,8,121857317,2,1,13146231
2019,4,121857363,32,1,13146233
